17961_locus	17978_locus	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
I5593_06210	ACX60_06415	100.000	199	0	0	1	199	1	199	6.10e-152	416
I5593_06215	ACX60_06420	99.533	214	1	0	1	214	1	214	8.91e-162	442
I5593_06220	ACX60_06425	100.000	120	0	0	1	120	1	120	3.38e-84	238
I5593_06225	ACX60_06430	99.359	156	1	0	1	156	1	156	8.91e-116	321
I5593_06230	ACX60_06435	99.074	108	1	0	1	108	1	108	2.33e-72	207
I5593_06235	ACX60_06440	99.005	201	2	0	1	201	1	201	1.52e-143	395
I5593_06240	ACX60_06445	99.640	278	1	0	1	278	1	278	0.0	578
I5593_06245	ACX60_06450	99.215	382	3	0	1	382	1	382	0.0	784
I5593_06250	ACX60_06455	100.000	411	0	0	1	411	1	411	0.0	821
I5593_06255	ACX60_06460	100.000	300	0	0	1	300	1	300	0.0	617
I5593_06260	ACX60_06465	99.569	232	1	0	1	232	1	232	3.24e-174	475
I5593_06265	ACX60_06470	100.000	63	0	0	1	63	1	63	5.37e-44	132
I5593_06270	ACX60_06475	99.528	212	1	0	1	212	1	212	4.63e-153	420
I5593_06275	ACX60_06480	99.438	178	1	0	1	178	1	178	3.71e-128	354
I5593_06280	ACX60_06485	98.901	182	2	0	1	182	1	182	2.13e-130	360
I5593_06285	ACX60_06490	97.674	172	4	0	1	172	1	172	1.31e-124	344
I5593_06290	ACX60_06495	98.535	273	4	0	5	277	1	273	0.0	550
I5593_06295	ACX60_06500	99.279	832	6	0	1	832	1	832	0.0	1689
I5593_06300	ACX60_06505	97.640	339	8	0	1	339	1	339	0.0	685
I5593_06305	ACX60_06510	100.000	77	0	0	1	77	1	77	1.36e-53	157
I5593_06310	ACX60_06515	99.798	495	1	0	1	495	1	495	0.0	1000
I5593_06315	ACX60_06520	98.544	206	3	0	1	206	1	206	2.10e-152	417
I5593_06320	ACX60_06525	95.635	252	11	0	1	252	1	252	0.0	504
I5593_06325	ACX60_06530	97.041	169	5	0	1	169	1	169	3.22e-125	346
I5593_06330	ACX60_06535	97.283	184	5	0	1	184	1	184	1.28e-132	365
I5593_06335	ACX60_06540	98.311	296	5	0	1	296	1	296	0.0	576
I5593_06340	ACX60_06545	99.512	205	1	0	1	205	1	205	2.10e-148	407
I5593_06345	ACX60_06550	98.507	268	4	0	1	268	1	268	0.0	544
I5593_06350	ACX60_06555	99.820	555	1	0	1	555	12	566	0.0	1131
I5593_06355	ACX60_06560	92.340	235	18	0	1	235	1	235	6.17e-162	444
I5593_06360	ACX60_00680	35.455	110	67	2	24	133	2	107	3.53e-21	79.0
I5593_06365	ACX60_08105	26.429	140	87	5	22	154	5	135	2.11e-06	41.6
I5593_06370	ACX60_02760	50.224	223	109	2	1	221	1	223	7.61e-77	228
I5593_06375	ACX60_02755	28.017	464	318	9	1	457	1	455	1.51e-47	167
I5593_06380	ACX60_05055	41.420	169	97	2	21	187	27	195	4.23e-49	155
I5593_06385	ACX60_03105	31.452	248	156	5	56	300	42	278	1.12e-36	132
I5593_06390	ACX60_01070	24.722	449	272	20	1	419	1	413	1.94e-19	86.7
I5593_06415	ACX60_09115	25.926	270	163	12	160	408	81	334	2.70e-10	58.2
I5593_06420	ACX60_02760	33.186	226	149	2	6	230	3	227	3.21e-42	140
I5593_06435	ACX60_06565	80.488	164	32	0	1	164	1	164	5.68e-99	279
I5593_06440	ACX60_06570	98.347	242	4	0	1	242	1	242	1.35e-180	492
I5593_06445	ACX60_06575	99.340	303	2	0	1	303	1	303	0.0	590
I5593_06450	ACX60_06580	99.121	455	4	0	1	455	1	455	0.0	929
I5593_06455	ACX60_06585	97.333	150	4	0	1	150	1	150	4.16e-111	308
I5593_06460	ACX60_06590	99.500	400	2	0	1	400	1	400	0.0	775
I5593_06465	ACX60_06595	98.404	188	3	0	1	188	1	188	4.13e-139	382
I5593_06470	ACX60_06600	100.000	432	0	0	1	432	1	432	0.0	865
I5593_06475	ACX60_06605	100.000	67	0	0	1	67	1	67	2.69e-45	135
I5593_06480	ACX60_06610	99.588	243	1	0	1	243	1	243	0.0	505
I5593_06485	ACX60_06615	100.000	231	0	0	1	231	1	231	9.39e-166	453
I5593_06490	ACX60_06620	100.000	341	0	0	1	341	1	341	0.0	695
I5593_06495	ACX60_06625	100.000	288	0	0	1	288	1	288	0.0	583
I5593_06500	ACX60_06630	100.000	428	0	0	1	428	1	428	0.0	876
I5593_06505	ACX60_06635	99.618	524	2	0	1	524	1	524	0.0	1064
I5593_06510	ACX60_06640	100.000	89	0	0	1	89	1	89	5.09e-64	185
I5593_06515	ACX60_06645	99.643	280	1	0	1	280	1	280	0.0	573
I5593_06520	ACX60_06650	100.000	301	0	0	1	301	1	301	0.0	610
I5593_06525	ACX60_06655	100.000	76	0	0	1	76	1	76	9.00e-55	160
I5593_06530	ACX60_06660	99.840	626	1	0	1	626	1	626	0.0	1294
I5593_06535	ACX60_06665	99.471	189	1	0	1	189	147	335	6.93e-141	392
I5593_06540	ACX60_06670	100.000	516	0	0	1	516	1	516	0.0	1072
I5593_06545	ACX60_06675	99.495	198	1	0	1	198	1	198	4.25e-146	401
I5593_06550	ACX60_06680	99.614	259	1	0	1	259	1	259	0.0	546
I5593_06555	ACX60_06685	100.000	244	0	0	1	244	1	244	0.0	508
I5593_06560	ACX60_06690	98.596	356	5	0	1	356	1	356	0.0	738
I5593_06565	ACX60_06695	100.000	481	0	0	1	481	1	481	0.0	995
I5593_06570	ACX60_06700	100.000	148	0	0	1	148	1	148	1.33e-104	292
I5593_06575	ACX60_06705	100.000	75	0	0	1	75	1	75	1.33e-52	155
I5593_06580	ACX60_06710	100.000	127	0	0	1	127	1	127	1.20e-91	258
I5593_06585	ACX60_06715	99.658	292	1	0	1	292	1	292	0.0	583
I5593_06590	ACX60_06720	100.000	109	0	0	1	109	1	109	9.67e-77	218
I5593_06595	ACX60_06725	100.000	206	0	0	1	206	1	206	1.18e-149	410
I5593_06600	ACX60_06730	100.000	663	0	0	1	663	1	663	0.0	1333
I5593_06605	ACX60_06735	99.714	350	1	0	1	350	1	350	0.0	728
I5593_06610	ACX60_06740	99.203	251	2	0	1	251	1	251	0.0	506
I5593_06615	ACX60_06745	99.874	792	1	0	4	795	1	792	0.0	1628
I5593_06620	ACX60_06750	100.000	278	0	0	1	278	1	278	0.0	573
I5593_06625	ACX60_06755	98.399	812	13	0	1	812	1	812	0.0	1661
I5593_06630	ACX60_06760	98.358	609	10	0	1	609	1	609	0.0	1236
I5593_06635	ACX60_06765	99.759	415	1	0	1	415	1	415	0.0	849
I5593_06640	ACX60_06770	99.351	154	1	0	1	154	1	154	7.46e-113	313
I5593_06645	ACX60_06775	99.465	187	1	0	1	187	1	187	7.13e-140	384
I5593_06650	ACX60_06780	99.401	334	2	0	1	334	1	334	0.0	687
I5593_06655	ACX60_06785	100.000	167	0	0	1	167	1	167	3.64e-113	315
I5593_06660	ACX60_06790	100.000	140	0	0	1	140	1	140	1.52e-93	263
I5593_06665	ACX60_06795	99.333	300	2	0	1	300	1	300	0.0	615
I5593_06670	ACX60_06800	97.849	279	6	0	1	279	1	279	0.0	560
I5593_06675	ACX60_06805	100.000	362	0	0	1	362	1	362	0.0	747
I5593_06680	ACX60_06810	98.168	273	5	0	1	273	1	273	0.0	553
I5593_06685	ACX60_06815	97.953	342	7	0	1	342	1	342	0.0	701
I5593_06690	ACX60_06820	99.609	256	1	0	1	256	1	256	0.0	519
I5593_06695	ACX60_06825	98.942	378	4	0	1	378	1	378	0.0	774
I5593_06700	ACX60_06830	99.086	547	5	0	1	547	1	547	0.0	1133
I5593_06705	ACX60_06835	98.958	192	2	0	1	192	1	192	2.35e-145	399
I5593_06710	ACX60_06840	99.612	258	1	0	1	258	1	258	0.0	532
I5593_06715	ACX60_06845	99.537	432	2	0	1	432	1	432	0.0	894
I5593_06720	ACX60_06850	98.413	126	2	0	1	126	1	126	3.79e-90	254
I5593_06725	ACX60_06855	96.552	145	5	0	1	145	1	145	7.74e-105	292
I5593_06730	ACX60_06860	98.067	569	11	0	1	569	1	569	0.0	1131
I5593_06735	ACX60_06865	98.671	677	9	0	3	679	1	677	0.0	1348
I5593_06740	ACX60_06870	93.035	201	14	0	1	201	1	201	6.23e-139	383
I5593_06745	ACX60_06875	98.077	884	17	0	1	884	1	884	0.0	1785
I5593_06750	ACX60_06880	97.899	238	5	0	1	238	1	238	6.01e-173	472
I5593_06755	ACX60_06885	97.468	474	12	0	1	474	1	474	0.0	961
I5593_06760	ACX60_06890	100.000	182	0	0	1	182	1	182	7.37e-135	371
I5593_06765	ACX60_06895	100.000	211	0	0	1	211	1	211	2.59e-160	438
I5593_06770	ACX60_06900	99.772	439	1	0	2	440	1	439	0.0	878
I5593_06775	ACX60_06905	99.890	906	1	0	1	906	1	906	0.0	1870
I5593_06780	ACX60_06910	100.000	1501	0	0	1	1501	1	1501	0.0	3049
I5593_06785	ACX60_06915	99.167	120	1	0	1	120	1	120	3.57e-88	248
I5593_06790	ACX60_06920	100.000	879	0	0	1	879	1	879	0.0	1813
I5593_06795	ACX60_06925	98.611	144	2	0	1	144	1	144	2.25e-105	293
I5593_06800	ACX60_06930	99.083	327	3	0	1	327	1	327	0.0	662
I5593_06805	ACX60_06935	98.997	399	4	0	1	399	1	399	0.0	773
I5593_06810	ACX60_06940	99.248	133	1	0	1	133	10	142	9.15e-99	276
I5593_06815	ACX60_06945	98.485	264	4	0	1	264	1	264	0.0	530
I5593_06820	ACX60_06950	100.000	306	0	0	1	306	1	306	0.0	635
I5593_06825	ACX60_06955	100.000	150	0	0	1	150	1	150	3.78e-99	278
I5593_06830	ACX60_06960	100.000	72	0	0	1	72	1	72	7.16e-47	140
I5593_06835	ACX60_06965	99.573	234	1	0	1	234	1	234	1.69e-175	478
I5593_06840	ACX60_06970	99.320	147	1	0	1	147	1	147	9.69e-108	300
I5593_06845	ACX60_06975	100.000	102	0	0	1	102	1	102	6.47e-72	206
I5593_06850	ACX60_06980	98.973	292	3	0	1	292	11	302	0.0	599
I5593_06855	ACX60_06985	99.363	157	1	0	1	157	1	157	4.09e-116	322
I5593_06860	ACX60_06990	99.846	650	1	0	1	650	1	650	0.0	1337
I5593_06865	ACX60_06995	100.000	314	0	0	1	314	1	314	0.0	650
I5593_06870	ACX60_07000	100.000	168	0	0	1	168	1	168	1.05e-110	309
I5593_06875	ACX60_07005	98.246	285	5	0	1	285	1	285	0.0	548
I5593_06880	ACX60_07010	99.078	217	2	0	1	217	1	217	3.14e-163	446
I5593_06885	ACX60_07015	94.286	70	4	0	1	70	1	70	1.67e-43	132
I5593_06890	ACX60_07020	95.816	239	10	0	1	239	1	239	1.24e-172	471
I5593_06895	ACX60_07025	100.000	169	0	0	1	169	1	169	1.25e-125	347
I5593_06900	ACX60_07030	99.826	575	1	0	1	575	1	575	0.0	1192
I5593_06905	ACX60_07035	99.167	240	2	0	1	240	1	240	9.97e-180	489
I5593_06910	ACX60_07040	95.572	271	12	0	1	271	1	271	0.0	538
I5593_06915	ACX60_07045	99.783	461	1	0	1	461	1	461	0.0	952
I5593_06920	ACX60_07050	99.163	478	4	0	1	478	1	478	0.0	934
I5593_06925	ACX60_07055	99.602	503	2	0	1	503	1	503	0.0	1040
I5593_06930	ACX60_07060	100.000	396	0	0	1	396	1	396	0.0	813
I5593_06935	ACX60_07065	100.000	322	0	0	1	322	1	322	0.0	666
I5593_06940	ACX60_07070	100.000	390	0	0	1	390	1	390	0.0	803
I5593_06945	ACX60_07075	99.825	570	1	0	1	570	1	570	0.0	1175
I5593_06950	ACX60_07080	98.319	119	2	0	1	119	1	119	8.99e-85	239
I5593_06955	ACX60_07085	96.727	275	9	0	1	275	1	275	0.0	545
I5593_06960	ACX60_07090	98.442	385	6	0	1	385	1	385	0.0	792
I5593_06965	ACX60_07095	97.647	85	2	0	1	85	1	85	7.66e-59	171
I5593_06970	ACX60_07100	99.654	868	3	0	1	868	1	868	0.0	1795
I5593_06980	ACX60_07110	99.145	234	2	0	1	234	1	234	2.51e-169	462
I5593_06985	ACX60_07115	99.878	819	1	0	1	819	1	819	0.0	1666
I5593_06990	ACX60_07120	99.705	339	1	0	1	339	1	339	0.0	679
I5593_06995	ACX60_07125	98.246	228	4	0	1	228	1	228	2.19e-169	462
I5593_07000	ACX60_07130	98.814	253	3	0	1	253	1	253	0.0	519
I5593_07005	ACX60_07135	98.238	227	4	0	1	227	1	227	7.58e-169	461
I5593_07010	ACX60_07140	98.919	185	2	0	1	185	1	185	9.02e-138	379
I5593_07015	ACX60_07145	100.000	161	0	0	1	161	1	161	9.52e-119	329
I5593_07020	ACX60_07150	100.000	112	0	0	1	112	1	112	7.17e-82	231
I5593_07025	ACX60_07155	99.457	184	1	0	1	184	1	184	3.37e-136	375
I5593_07030	ACX60_07160	94.048	756	34	2	1	745	1	756	0.0	1417
I5593_07035	ACX60_07165	99.757	411	1	0	1	411	1	411	0.0	847
I5593_07040	ACX60_07170	100.000	83	0	0	1	83	1	83	3.90e-57	167
I5593_07045	ACX60_07175	98.077	156	3	0	1	156	1	156	1.82e-110	307
I5593_07050	ACX60_07180	100.000	93	0	0	1	93	1	93	6.28e-68	195
I5593_07055	ACX60_07185	98.425	127	2	0	1	127	1	127	1.51e-89	252
I5593_07060	ACX60_07190	98.810	168	2	0	1	168	1	168	1.45e-124	344
I5593_07065	ACX60_07195	99.164	718	6	0	1	718	1	718	0.0	1461
I5593_07070	ACX60_07200	99.459	370	2	0	1	370	1	370	0.0	748
I5593_07075	ACX60_07205	100.000	43	0	0	1	43	1	43	7.67e-27	87.8
I5593_07080	ACX60_07210	98.582	141	2	0	1	141	1	141	1.70e-97	273
I5593_07085	ACX60_07215	98.672	527	7	0	1	527	1	527	0.0	1065
I5593_07090	ACX60_07220	100.000	147	0	0	1	147	1	147	4.15e-105	293
I5593_07095	ACX60_07225	100.000	74	0	0	1	74	1	74	3.51e-50	149
I5593_07100	ACX60_07230	100.000	57	0	0	1	57	1	57	7.52e-34	106
I5593_07105	ACX60_07235	100.000	147	0	0	1	147	1	147	1.29e-108	302
I5593_07115	ACX60_07240	98.693	918	12	0	1	918	1	918	0.0	1879
I5593_07120	ACX60_07245	99.163	239	2	0	1	239	1	239	3.03e-176	481
I5593_07125	ACX60_07250	100.000	390	0	0	1	390	1	390	0.0	762
I5593_07130	ACX60_07255	99.363	157	1	0	1	157	1	157	2.91e-116	322
I5593_07135	ACX60_07260	100.000	216	0	0	1	216	1	216	2.67e-154	423
I5593_07140	ACX60_07265	99.392	329	2	0	1	329	1	329	0.0	664
I5593_07145	ACX60_07270	99.327	297	2	0	1	297	1	297	0.0	611
I5593_07150	ACX60_07275	98.611	144	2	0	1	144	1	144	1.17e-104	291
I5593_07155	ACX60_07280	99.808	522	1	0	1	522	1	522	0.0	1062
I5593_07160	ACX60_07285	99.352	463	3	0	1	463	1	463	0.0	926
I5593_07165	ACX60_07290	98.592	284	4	0	1	284	1	284	0.0	583
I5593_07170	ACX60_07295	98.807	419	5	0	1	419	1	419	0.0	865
I5593_07175	ACX60_07300	98.958	192	2	0	1	192	1	192	6.73e-141	387
I5593_07180	ACX60_07305	99.187	492	4	0	1	492	1	492	0.0	962
I5593_07185	ACX60_07310	97.592	706	13	1	1	702	1	706	0.0	1398
I5593_07195	ACX60_07315	99.057	742	7	0	1	742	1	742	0.0	1537
I5593_07200	ACX60_07320	100.000	144	0	0	1	144	1	144	2.73e-107	298
I5593_07210	ACX60_07330	99.275	414	3	0	1	414	1	414	0.0	845
I5593_07215	ACX60_07335	99.401	167	1	0	1	167	1	167	3.04e-126	348
I5593_07220	ACX60_07340	99.709	344	1	0	1	344	1	344	0.0	702
I5593_07225	ACX60_07345	100.000	376	0	0	1	376	1	376	0.0	773
I5593_07230	ACX60_07350	100.000	342	0	0	1	342	1	342	0.0	703
I5593_07235	ACX60_07355	100.000	557	0	0	1	557	1	557	0.0	1164
I5593_07240	ACX60_07360	97.982	446	8	1	1	446	1	445	0.0	887
I5593_07245	ACX60_07365	99.474	190	1	0	1	190	1	190	4.46e-138	380
I5593_07250	ACX60_07370	99.652	287	1	0	1	287	1	287	0.0	595
I5593_07255	ACX60_07375	99.524	420	2	0	1	420	1	420	0.0	871
I5593_07260	ACX60_09050	56.510	361	150	5	1	359	1	356	9.41e-140	398
I5593_07265	ACX60_09045	38.889	180	101	5	8	182	8	183	6.55e-31	109
I5593_07270	ACX60_07380	98.876	89	1	0	1	89	1	89	1.46e-63	184
I5593_07295	ACX60_12620	38.235	102	60	1	233	331	199	300	1.61e-12	63.9
I5593_07300	ACX60_05995	47.788	226	117	1	1	225	1	226	3.15e-78	231
I5593_07305	ACX60_12120	38.776	98	58	2	25	121	13	109	5.88e-17	67.8
I5593_07335	ACX60_12600	52.804	214	85	3	17	229	64	262	2.69e-72	218
I5593_07385	ACX60_07455	38.156	553	205	14	5	482	15	505	3.27e-105	320
I5593_07395	ACX60_00005	29.448	163	104	8	73	231	129	284	5.37e-07	46.6
I5593_07405	ACX60_07175	46.711	152	80	1	1	151	1	152	3.24e-44	139
I5593_07430	ACX60_07655	32.418	182	114	4	488	668	856	1029	6.11e-22	98.6
I5593_07440	ACX60_07640	29.565	115	77	1	28	142	22	132	6.87e-12	58.9
I5593_07655	ACX60_09050	25.876	371	246	10	3	359	2	357	3.31e-24	99.0
I5593_07660	ACX60_04645	28.859	149	103	3	67	213	15	162	1.33e-12	61.2
I5593_07690	ACX60_07680	36.264	91	54	2	1	87	1	91	1.33e-13	57.8
I5593_07700	ACX60_09075	34.101	217	137	4	2	213	3	218	4.98e-37	126
I5593_07705	ACX60_09070	55.516	281	111	5	1	278	1	270	7.62e-97	283
I5593_07710	ACX60_07710	30.159	63	43	1	9	70	6	68	1.28e-06	44.7
I5593_07715	ACX60_12370	89.070	430	47	0	1	430	1	430	0.0	812
I5593_07720	ACX60_12365	75.460	163	40	0	1	163	1	163	3.41e-87	249
I5593_07725	ACX60_08045	63.500	200	73	0	1	200	1	200	3.06e-98	281
I5593_07735	ACX60_07715	99.449	363	2	0	25	387	1	363	0.0	721
I5593_07740	ACX60_07720	98.802	167	2	0	1	167	1	167	9.20e-127	349
I5593_07745	ACX60_07725	100.000	456	0	0	1	456	1	456	0.0	941
I5593_07750	ACX60_07730	99.281	139	1	0	1	139	1	139	1.15e-96	271
I5593_07755	ACX60_07735	99.338	151	1	0	1	151	1	151	9.58e-111	308
I5593_07760	ACX60_07740	99.095	442	4	0	1	442	1	442	0.0	922
I5593_07770	ACX60_07745	96.726	336	11	0	1	336	1	336	0.0	669
I5593_07775	ACX60_07750	100.000	196	0	0	1	196	1	196	1.09e-142	392
I5593_07780	ACX60_07755	98.230	113	2	0	1	113	1	113	1.81e-79	226
I5593_07785	ACX60_07760	99.764	848	2	0	1	848	1	848	0.0	1751
I5593_07790	ACX60_07765	99.259	540	4	0	1	540	1	540	0.0	1102
I5593_07795	ACX60_07770	97.624	926	22	0	1	926	1	926	0.0	1896
I5593_07800	ACX60_07775	99.043	209	2	0	1	209	1	209	2.09e-157	430
I5593_07810	ACX60_07785	98.837	344	4	0	3	346	1	344	0.0	709
I5593_07815	ACX60_07790	100.000	84	0	0	1	84	1	84	1.53e-57	168
I5593_07820	ACX60_07795	100.000	162	0	0	1	162	1	162	1.18e-119	331
I5593_07825	ACX60_07800	99.674	307	1	0	1	307	1	307	0.0	623
I5593_07830	ACX60_07805	96.837	411	13	0	1	411	1	411	0.0	825
I5593_07835	ACX60_07810	98.750	160	2	0	1	160	1	160	6.99e-120	332
I5593_07840	ACX60_07815	98.073	467	9	0	1	467	13	479	0.0	939
I5593_07845	ACX60_07820	100.000	287	0	0	1	287	1	287	0.0	558
I5593_07850	ACX60_07825	100.000	103	0	0	1	103	1	103	6.88e-76	216
I5593_07855	ACX60_07830	97.872	94	2	0	1	94	1	94	2.68e-65	188
I5593_07860	ACX60_07835	98.276	116	2	0	1	116	1	116	5.01e-81	230
I5593_07865	ACX60_07840	99.180	122	1	0	1	122	1	122	1.35e-88	249
I5593_07870	ACX60_07845	100.000	335	0	0	1	335	1	335	0.0	698
I5593_07875	ACX60_07850	99.784	464	1	0	1	464	1	464	0.0	952
I5593_07880	ACX60_07855	100.000	98	0	0	1	98	1	98	1.55e-71	204
I5593_07885	ACX60_07860	98.039	153	3	0	1	153	1	153	6.94e-112	311
I5593_07890	ACX60_07865	99.387	163	1	0	1	163	1	163	1.21e-119	331
I5593_07895	ACX60_07870	100.000	414	0	0	1	414	1	414	0.0	866
I5593_07900	ACX60_07875	100.000	208	0	0	1	208	7	214	5.17e-157	429
I5593_07905	ACX60_07880	100.000	160	0	0	1	160	1	160	4.06e-118	327
I5593_07910	ACX60_07885	97.126	174	5	0	1	174	1	174	3.38e-126	348
I5593_07915	ACX60_07890	100.000	306	0	0	1	306	1	306	0.0	640
I5593_07920	ACX60_07895	99.539	217	1	0	1	217	1	217	1.52e-165	452
I5593_07925	ACX60_07900	99.799	497	1	0	1	497	1	497	0.0	1023
I5593_07930	ACX60_07905	100.000	369	0	0	1	369	1	369	0.0	755
I5593_07940	ACX60_07910	99.776	447	1	0	1	447	1	447	0.0	922
I5593_07945	ACX60_07915	100.000	242	0	0	1	242	1	242	0.0	493
I5593_07950	ACX60_07920	100.000	184	0	0	1	184	1	184	3.36e-133	367
I5593_07955	ACX60_07925	100.000	250	0	0	1	250	1	250	0.0	523
I5593_07960	ACX60_07930	100.000	274	0	0	1	274	1	274	0.0	540
I5593_07965	ACX60_07935	99.749	398	1	0	1	398	1	398	0.0	814
I5593_07970	ACX60_07940	100.000	451	0	0	1	451	1	451	0.0	908
I5593_07975	ACX60_07945	94.431	844	36	3	1	841	1	836	0.0	1616
I5593_07980	ACX60_07950	100.000	167	0	0	1	167	1	167	2.10e-119	331
I5593_07985	ACX60_07955	100.000	356	0	0	1	356	1	356	0.0	726
I5593_07990	ACX60_07960	100.000	161	0	0	1	161	1	161	5.08e-120	332
I5593_07995	ACX60_07965	99.618	262	1	0	1	262	1	262	0.0	533
I5593_08000	ACX60_07970	99.660	294	1	0	1	294	1	294	0.0	595
I5593_08010	ACX60_07975	100.000	160	0	0	1	160	1	160	7.40e-114	316
I5593_08015	ACX60_07980	100.000	349	0	0	1	349	1	349	0.0	710
I5593_08020	ACX60_07985	100.000	146	0	0	1	146	1	146	1.15e-108	302
I5593_08025	ACX60_07990	99.123	228	2	0	1	228	1	228	6.40e-172	469
I5593_08030	ACX60_07995	98.319	119	2	0	1	119	1	119	1.32e-83	236
I5593_08035	ACX60_08000	97.436	78	2	0	1	78	1	78	2.27e-53	157
I5593_08040	ACX60_08005	98.969	97	1	0	1	97	1	97	2.08e-69	199
I5593_08045	ACX60_08010	98.876	178	2	0	1	178	1	178	1.90e-133	367
I5593_08050	ACX60_08015	100.000	149	0	0	1	149	1	149	1.41e-105	295
I5593_08055	ACX60_08020	99.038	416	4	0	1	416	1	416	0.0	855
I5593_08060	ACX60_08025	99.359	468	3	0	1	468	1	468	0.0	926
I5593_08065	ACX60_08030	97.984	248	5	0	1	248	1	248	0.0	507
I5593_08070	ACX60_08035	99.235	392	3	0	1	392	1	392	0.0	787
I5593_08075	ACX60_08040	98.967	484	5	0	1	484	1	484	0.0	960
I5593_08080	ACX60_08045	99.522	209	1	0	1	209	1	209	2.79e-160	437
I5593_08085	ACX60_08050	99.792	480	1	0	1	480	1	480	0.0	985
I5593_08090	ACX60_08055	100.000	147	0	0	1	147	1	147	4.19e-105	293
I5593_08095	ACX60_08060	99.570	697	3	0	1	697	1	697	0.0	1443
I5593_08100	ACX60_08065	100.000	71	0	0	1	71	1	71	8.96e-50	147
I5593_08105	ACX60_08070	100.000	154	0	0	1	154	1	154	1.66e-114	317
I5593_08115	ACX60_08075	99.476	572	3	0	1	572	1	572	0.0	1154
I5593_08120	ACX60_08080	99.365	315	2	0	1	315	1	315	0.0	640
I5593_08125	ACX60_08085	99.685	952	3	0	1	952	1	952	0.0	1926
I5593_08130	ACX60_08090	100.000	286	0	0	1	286	1	286	0.0	591
I5593_08135	ACX60_08095	98.675	151	2	0	1	151	1	151	5.11e-107	298
I5593_08140	ACX60_08100	98.765	81	1	0	1	81	1	81	7.54e-57	166
I5593_08145	ACX60_08105	98.561	139	2	0	1	139	1	139	5.41e-100	280
I5593_08150	ACX60_08110	100.000	433	0	0	1	433	1	433	0.0	851
I5593_08155	ACX60_08115	98.864	264	3	0	1	264	1	264	0.0	538
I5593_08160	ACX60_08120	99.667	300	1	0	1	300	1	300	0.0	609
I5593_08165	ACX60_08125	98.131	107	2	0	1	107	1	107	6.67e-78	221
I5593_08170	ACX60_08130	100.000	113	0	0	1	113	1	113	3.69e-83	235
I5593_08175	ACX60_08135	99.502	402	2	0	1	402	1	402	0.0	818
I5593_08180	ACX60_08140	100.000	143	0	0	1	143	1	143	5.57e-103	287
I5593_08185	ACX60_08145	100.000	141	0	0	1	141	1	141	9.61e-106	294
I5593_08190	ACX60_08150	100.000	77	0	0	1	77	1	77	2.93e-54	159
I5593_08195	ACX60_08155	100.000	119	0	0	1	119	1	119	2.79e-87	246
I5593_08200	ACX60_08160	99.074	108	1	0	1	108	1	108	6.30e-78	221
I5593_08205	ACX60_08165	100.000	368	0	0	1	368	1	368	0.0	743
I5593_08210	ACX60_08170	100.000	198	0	0	1	198	1	198	1.33e-147	405
I5593_08215	ACX60_08175	100.000	223	0	0	1	223	1	223	4.68e-168	458
I5593_08220	ACX60_08185	98.980	98	1	0	2	99	1	98	4.58e-67	193
I5593_08225	ACX60_08190	100.000	33	0	0	1	33	1	33	4.05e-20	70.1
I5593_08230	ACX60_08195	99.475	381	2	0	1	381	1	381	0.0	763
I5593_08235	ACX60_08200	99.621	528	2	0	1	528	1	528	0.0	1072
I5593_08240	ACX60_08205	100.000	64	0	0	1	64	1	64	2.52e-42	128
I5593_08245	ACX60_08210	99.010	202	2	0	1	202	1	202	2.73e-148	407
I5593_08250	ACX60_08215	99.020	102	1	0	1	102	6	107	2.61e-73	209
I5593_08255	ACX60_08220	100.000	334	0	0	1	334	1	334	0.0	688
I5593_08260	ACX60_08225	92.857	700	47	2	1	698	1	699	0.0	1333
I5593_08265	ACX60_08230	99.489	979	5	0	1	979	1	979	0.0	2027
I5593_08270	ACX60_08235	97.650	383	9	0	1	383	1	383	0.0	781
I5593_08275	ACX60_08240	99.775	445	1	0	1	445	1	445	0.0	877
I5593_08280	ACX60_08245	100.000	216	0	0	1	216	1	216	1.84e-160	439
I5593_08285	ACX60_08250	100.000	513	0	0	3	515	1	513	0.0	1047
I5593_08290	ACX60_08255	99.103	223	2	0	1	223	1	223	2.24e-163	447
I5593_08295	ACX60_08260	98.230	226	4	0	1	226	1	226	2.85e-169	462
I5593_08300	ACX60_08265	93.083	506	35	0	1	506	1	506	0.0	910
I5593_08305	ACX60_08270	99.427	349	2	0	3	351	1	349	0.0	716
I5593_08310	ACX60_08275	100.000	250	0	0	3	252	1	250	0.0	514
I5593_08315	ACX60_08280	100.000	137	0	0	1	137	1	137	9.09e-104	289
I5593_08320	ACX60_08285	99.868	758	1	0	1	758	1	758	0.0	1547
I5593_08325	ACX60_08290	97.500	120	3	0	1	120	1	120	1.21e-80	229
I5593_08330	ACX60_08295	99.430	351	2	0	1	351	1	351	0.0	722
I5593_08335	ACX60_08300	100.000	305	0	0	1	305	1	305	0.0	635
I5593_08340	ACX60_08305	100.000	186	0	0	1	186	1	186	5.37e-139	382
I5593_08345	ACX60_08310	99.110	674	6	0	1	674	1	674	0.0	1381
I5593_08350	ACX60_08315	98.519	135	2	0	1	135	1	135	1.04e-98	276
I5593_08355	ACX60_08320	99.160	238	2	0	1	238	1	238	1.18e-177	484
I5593_08360	ACX60_08325	99.451	364	2	0	1	364	1	364	0.0	761
